#
#     Code: data.txt 
#
#     Author:  Joshua Peterson
#   
#     Date:            Data for MCNP or scale
#
#     Description:                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
########################################  

 Name   Name      Identifier  Mass (amu)  Nuclide_Type_1_act_2_U+_3_fp
re-182      re182      75182      181.9512       1
re-183      re183      75183      182.9508       1
re-184      re184      75184      183.9525       1
re-185      re185      75185      184.953        1
re-186      re186      75186      185.955        1
re-187      re187      75187      186.9557       1
re-188      re188      75188      187.9581       1
re-189      re189      75189      188.9592       1
re-190      re190      75190      189.9618       1
re-191      re191      75191      190.9631       1
re-192      re192      75192      191.966        1
re-193      re193      75193      192.9675       1
re-194      re194      75194      193.9704       1
os-162      os162      76162      161.9844       1
os-163      os163      76163      162.9827       1
os-164      os164      76164      163.978        1
os-165      os165      76165      164.9768       1
os-166      os166      76166      165.9727       1
os-167      os167      76167      166.9716       1
os-168      os168      76168      167.9678       1
os-169      os169      76169      168.967        1
os-170      os170      76170      169.9636       1
os-171      os171      76171      170.9632       1
os-172      os172      76172      171.96         1
os-173      os173      76173      172.9598       1
os-174      os174      76174      173.9571       1
os-175      os175      76175      174.957        1
os-176      os176      76176      175.9548       1
os-177      os177      76177      176.955        1
os-178      os178      76178      177.9532       1
os-179      os179      76179      178.9538       1
os-180      os180      76180      179.9524       1
os-181      os181      76181      180.9532       1
os-182      os182      76182      181.9521       1
os-183      os183      76183      182.9531       1
os-184      os184      76184      183.9525       1
os-185      os185      76185      184.954        1
os-186      os186      76186      185.9538       1
os-187      os187      76187      186.9557       1
os-188      os188      76188      187.9558       1
os-189      os189      76189      188.9581       1
os-190      os190      76190      189.9585       1
os-191      os191      76191      190.9609       1
os-192      os192      76192      191.9615       1
os-193      os193      76193      192.9642       1
os-194      os194      76194      193.9652       1
os-195      os195      76195      194.9681       1
os-196      os196      76196      195.9696       1
ir-164      ir164      77164      163.9922       1
ir-165      ir165      77165      164.9875       1
ir-166      ir166      77166      165.9858       1
ir-167      ir167      77167      166.9817       1
ir-168      ir168      77168      167.9799       1
ir-169      ir169      77169      168.9763       1
ir-170      ir170      77170      169.975        1
ir-171      ir171      77171      170.9716       1
ir-172      ir172      77172      171.9705       1
ir-173      ir173      77173      172.9675       1
ir-174      ir174      77174      173.9669       1
ir-175      ir175      77175      174.9641       1
ir-176      ir176      77176      175.9637       1
ir-177      ir177      77177      176.9613       1
ir-178      ir178      77178      177.9611       1
ir-179      ir179      77179      178.9591       1
ir-180      ir180      77180      179.9592       1
ir-181      ir181      77181      180.9576       1
ir-182      ir182      77182      181.9581       1
ir-183      ir183      77183      182.9568       1
ir-184      ir184      77184      183.9575       1
ir-185      ir185      77185      184.9567       1
ir-186      ir186      77186      185.9579       1
ir-187      ir187      77187      186.9574       1
ir-188      ir188      77188      187.9588       1
ir-189      ir189      77189      188.9587       1
ir-190      ir190      77190      189.9606       1
ir-191      ir191      77191      190.9606       1
ir-192      ir192      77192      191.9626       1
ir-193      ir193      77193      192.9629       1
ir-194      ir194      77194      193.9651       1
ir-195      ir195      77195      194.966        1
ir-196      ir196      77196      195.9684       1
ir-197      ir197      77197      196.9697       1
ir-198      ir198      77198      197.9723       1
ir-199      ir199      77199      198.9738       1
pt-166      pt166      78166      165.9949       1
pt-167      pt167      78167      166.993        1
pt-168      pt168      78168      167.9881       1
pt-169      pt169      78169      168.9867       1
pt-170      pt170      78170      169.9825       1
pt-171      pt171      78171      170.9812       1
pt-172      pt172      78172      171.9774       1
pt-173      pt173      78173      172.9764       1
pt-174      pt174      78174      173.9728       1
pt-175      pt175      78175      174.9724       1
pt-176      pt176      78176      175.9689       1
pt-177      pt177      78177      176.9685       1
pt-178      pt178      78178      177.9657       1
pt-179      pt179      78179      178.9654       1
pt-180      pt180      78180      179.963        1
pt-181      pt181      78181      180.9631       1
pt-182      pt182      78182      181.9612       1
pt-183      pt183      78183      182.9616       1
pt-184      pt184      78184      183.9599       1
pt-185      pt185      78185      184.9606       1
pt-186      pt186      78186      185.9594       1
pt-187      pt187      78187      186.9606       1
pt-188      pt188      78188      187.9594       1
pt-189      pt189      78189      188.9608       1
pt-190      pt190      78190      189.9599       1
pt-191      pt191      78191      190.9617       1
pt-192      pt192      78192      191.961        1
pt-193      pt193      78193      192.963        1
pt-194      pt194      78194      193.9627       1
pt-195      pt195      78195      194.9648       1
pt-196      pt196      78196      195.965        1
pt-197      pt197      78197      196.9673       1
pt-198      pt198      78198      197.9679       1
pt-199      pt199      78199      198.9706       1
pt-200      pt200      78200      199.9714       1
pt-201      pt201      78201      200.9745       1
pt-202      pt202      78202      201.9757       1
au-169      au169      79169      168.9981       1
au-170      au170      79170      169.9961       1
au-171      au171      79171      170.9919       1
au-172      au172      79172      171.99         1
au-173      au173      79173      172.9862       1
au-174      au174      79174      173.9848       1
au-175      au175      79175      174.9813       1
au-176      au176      79176      175.9801       1
au-177      au177      79177      176.9769       1
au-178      au178      79178      177.976        1
au-179      au179      79179      178.9732       1
au-180      au180      79180      179.9725       1
au-181      au181      79181      180.9701       1
au-182      au182      79182      181.9696       1
au-183      au183      79183      182.9676       1
au-184      au184      79184      183.9675       1
au-185      au185      79185      184.9658       1
au-186      au186      79186      185.9659       1
au-187      au187      79187      186.9646       1
au-188      au188      79188      187.9653       1
au-189      au189      79189      188.9639       1
au-190      au190      79190      189.9647       1
au-191      au191      79191      190.9637       1
au-192      au192      79192      191.9648       1
au-193      au193      79193      192.9642       1
au-194      au194      79194      193.9654       1
au-195      au195      79195      194.965        1
au-196      au196      79196      195.9666       1
au-197      au197      79197      196.9666       1
au-198      au198      79198      197.9682       1
au-199      au199      79199      198.9688       1
au-200      au200      79200      199.9707       1
au-201      au201      79201      200.9717       1
au-202      au202      79202      201.9738       1
au-203      au203      79203      202.9752       1
au-204      au204      79204      203.9777       1
au-205      au205      79205      204.9799       1
hg-171      hg171      80171      171.0038       1
hg-172      hg172      80172      171.9988       1
hg-173      hg173      80173      172.9972       1
hg-174      hg174      80174      173.9929       1
hg-175      hg175      80175      174.9914       1
hg-176      hg176      80176      175.9874       1
hg-177      hg177      80177      176.9863       1
hg-178      hg178      80178      177.9825       1
hg-179      hg179      80179      178.9818       1
hg-180      hg180      80180      179.9783       1
hg-181      hg181      80181      180.9778       1
hg-182      hg182      80182      181.9747       1
hg-183      hg183      80183      182.9745       1
hg-184      hg184      80184      183.9717       1
hg-185      hg185      80185      184.9719       1
hg-186      hg186      80186      185.9694       1
hg-187      hg187      80187      186.9698       1
hg-188      hg188      80188      187.9676       1
hg-189      hg189      80189      188.9682       1
hg-190      hg190      80190      189.9663       1
hg-191      hg191      80191      190.9672       1
hg-192      hg192      80192      191.9656       1
hg-193      hg193      80193      192.9667       1
hg-194      hg194      80194      193.9654       1
hg-195      hg195      80195      194.9667       1
hg-196      hg196      80196      195.9658       1
hg-197      hg197      80197      196.9672       1
hg-198      hg198      80198      197.9668       1
hg-199      hg199      80199      198.9683       1
hg-200      hg200      80200      199.9683       1
hg-201      hg201      80201      200.9703       1
hg-202      hg202      80202      201.9706       1
hg-203      hg203      80203      202.9729       1
hg-204      hg204      80204      203.9735       1
hg-205      hg205      80205      204.9761       1
hg-206      hg206      80206      205.9775       1
hg-207      hg207      80207      206.9826       1
hg-208      hg208      80208      207.9859       1
hg-209      hg209      80209      208.991        1
hg-210      hg210      80210      209.9945       1
tl-176      tl176      81176      176.0006       1
tl-177      tl177      81177      176.9964       1
tl-178      tl178      81178      177.9949       1
tl-179      tl179      81179      178.9911       1
tl-180      tl180      81180      179.9899       1
tl-181      tl181      81181      180.9863       1
tl-182      tl182      81182      181.9857       1
tl-183      tl183      81183      182.9822       1
tl-184      tl184      81184      183.9819       1
tl-185      tl185      81185      184.9788       1
tl-186      tl186      81186      185.9783       1
tl-187      tl187      81187      186.9759       1
tl-188      tl188      81188      187.976        1
tl-189      tl189      81189      188.9736       1
tl-190      tl190      81190      189.9739       1
tl-191      tl191      81191      190.9718       1
tl-192      tl192      81192      191.9722       1
tl-193      tl193      81193      192.9707       1
tl-194      tl194      81194      193.9712       1
tl-195      tl195      81195      194.9698       1
tl-196      tl196      81196      195.9705       1
tl-197      tl197      81197      196.9696       1
tl-198      tl198      81198      197.9705       1
tl-199      tl199      81199      198.9699       1
tl-200      tl200      81200      199.971        1
tl-201      tl201      81201      200.9708       1
tl-202      tl202      81202      201.9721       1
tl-203      tl203      81203      202.9723       1
tl-204      tl204      81204      203.9739       1
tl-205      tl205      81205      204.9744       1
tl-206      tl206      81206      205.9761       1
tl-207      tl207      81207      206.9774       1
tl-208      tl208      81208      207.982        1
tl-209      tl209      81209      208.9854       1
tl-210      tl210      81210      209.9901       1
tl-211      tl211      81211      210.9935       1
tl-212      tl212      81212      211.9982       1
pb-178      pb178      82178      178.0038       1
pb-179      pb179      82179      179.0022       1
pb-180      pb180      82180      179.9979       1
pb-181      pb181      82181      180.9966       1
pb-182      pb182      82182      181.9927       1
pb-183      pb183      82183      182.9919       1
pb-184      pb184      82184      183.9881       1
pb-185      pb185      82185      184.9876       1
pb-186      pb186      82186      185.9842       1
pb-187      pb187      82187      186.9839       1
pb-188      pb188      82188      187.9809       1
pb-189      pb189      82189      188.9808       1
pb-190      pb190      82190      189.9781       1
pb-191      pb191      82191      190.9783       1
pb-192      pb192      82192      191.9758       1
pb-193      pb193      82193      192.9762       1
pb-194      pb194      82194      193.974        1
pb-195      pb195      82195      194.9745       1
pb-196      pb196      82196      195.9728       1
pb-197      pb197      82197      196.9734       1
pb-198      pb198      82198      197.972        1
pb-199      pb199      82199      198.9729       1
pb-200      pb200      82200      199.9718       1
pb-201      pb201      82201      200.9729       1
pb-202      pb202      82202      201.9722       1
pb-203      pb203      82203      202.9734       1
pb-204      pb204      82204      203.973        1
pb-205      pb205      82205      204.9745       1
pb-206      pb206      82206      205.9745       1
pb-207      pb207      82207      206.9759       1
pb-208      pb208      82208      207.9767       1
pb-209      pb209      82209      208.9811       1
pb-210      pb210      82210      209.9842       1
pb-211      pb211      82211      210.9887       1
pb-212      pb212      82212      211.9919       1
pb-213      pb213      82213      212.9966       1
pb-214      pb214      82214      213.9998       1
pb-215      pb215      82215      215.0048       1
bi-184      bi184      83184      184.0011       1
bi-185      bi185      83185      184.9976       1
bi-186      bi186      83186      185.9966       1
bi-187      bi187      83187      186.9932       1
bi-188      bi188      83188      187.9923       1
bi-189      bi189      83189      188.9892       1
bi-190      bi190      83190      189.9883       1
bi-191      bi191      83191      190.9858       1
bi-192      bi192      83192      191.9855       1
bi-193      bi193      83193      192.983        1
bi-194      bi194      83194      193.9828       1
bi-195      bi195      83195      194.9807       1
bi-196      bi196      83196      195.9807       1
bi-197      bi197      83197      196.9789       1
bi-198      bi198      83198      197.9792       1
bi-199      bi199      83199      198.9777       1
bi-200      bi200      83200      199.9781       1
bi-201      bi201      83201      200.977        1
bi-202      bi202      83202      201.9777       1
bi-203      bi203      83203      202.9769       1
bi-204      bi204      83204      203.9778       1
bi-205      bi205      83205      204.9774       1
bi-206      bi206      83206      205.9785       1
bi-207      bi207      83207      206.9785       1
bi-208      bi208      83208      207.9797       1
bi-209      bi209      83209      208.9804       1
bi-210      bi210      83210      209.9841       1
bi-211      bi211      83211      210.9873       1
bi-212      bi212      83212      211.9913       1
bi-213      bi213      83213      212.9944       1
bi-214      bi214      83214      213.9987       1
bi-215      bi215      83215      215.0018       1
bi-216      bi216      83216      216.0063       1
bi-217      bi217      83217      217.0095       1
bi-218      bi218      83218      218.0143       1
po-188      po188      84188      187.9994       1
po-189      po189      84189      188.9985       1
po-190      po190      84190      189.9951       1
po-191      po191      84191      190.9946       1
po-192      po192      84192      191.9913       1
po-193      po193      84193      192.991        1
po-194      po194      84194      193.9882       1
po-195      po195      84195      194.9881       1
po-196      po196      84196      195.9855       1
po-197      po197      84197      196.9857       1
po-198      po198      84198      197.9834       1
po-199      po199      84199      198.9837       1
po-200      po200      84200      199.9818       1
po-201      po201      84201      200.9823       1
po-202      po202      84202      201.9808       1
po-203      po203      84203      202.9814       1
po-204      po204      84204      203.9803       1
po-205      po205      84205      204.9812       1
po-206      po206      84206      205.9805       1
po-207      po207      84207      206.9816       1
po-208      po208      84208      207.9812       1
po-209      po209      84209      208.9824       1
po-210      po210      84210      209.9829       1
po-211      po211      84211      210.9866       1
po-212      po212      84212      211.9889       1
po-213      po213      84213      212.9929       1
po-214      po214      84214      213.9952       1
po-215      po215      84215      214.9994       1
po-216      po216      84216      216.0019       1
po-217      po217      84217      217.0063       1
po-218      po218      84218      218.009        1
po-219      po219      84219      219.0137       1
po-220      po220      84220      220.0166       1
at-193      at193      85193      192.9998       1
at-194      at194      85194      193.9987       1
at-195      at195      85195      194.9963       1
at-196      at196      85196      195.9958       1
at-197      at197      85197      196.9932       1
at-198      at198      85198      197.9928       1
at-199      at199      85199      198.9905       1
at-200      at200      85200      199.9904       1
at-201      at201      85201      200.9884       1
at-202      at202      85202      201.9886       1
at-203      at203      85203      202.9869       1
at-204      at204      85204      203.9872       1
at-205      at205      85205      204.9861       1
at-206      at206      85206      205.9867       1
at-207      at207      85207      206.9858       1
at-208      at208      85208      207.9866       1
at-209      at209      85209      208.9862       1
at-210      at210      85210      209.9872       1
at-211      at211      85211      210.9875       1
at-212      at212      85212      211.9908       1
at-213      at213      85213      212.9929       1
at-214      at214      85214      213.9964       1
at-215      at215      85215      214.9987       1
at-216      at216      85216      216.0024       1
at-217      at217      85217      217.0047       1
at-218      at218      85218      218.0087       1
at-219      at219      85219      219.0112       1
at-220      at220      85220      220.0154       1
at-221      at221      85221      221.0181       1
at-222      at222      85222      222.0223       1
at-223      at223      85223      223.0252       1
rn-195      rn195      86195      195.0054       1
rn-196      rn196      86196      196.0021       1
rn-197      rn197      86197      197.0016       1
rn-198      rn198      86198      197.9987       1
rn-199      rn199      86199      198.9984       1
rn-200      rn200      86200      199.9957       1
rn-201      rn201      86201      200.9956       1
rn-202      rn202      86202      201.9933       1
rn-203      rn203      86203      202.9934       1
rn-204      rn204      86204      203.9914       1
rn-205      rn205      86205      204.9917       1
rn-206      rn206      86206      205.9902       1
rn-207      rn207      86207      206.9907       1
rn-208      rn208      86208      207.9896       1
rn-209      rn209      86209      208.9904       1
rn-210      rn210      86210      209.9897       1
rn-211      rn211      86211      210.9906       1
rn-212      rn212      86212      211.9907       1
rn-213      rn213      86213      212.9939       1
rn-214      rn214      86214      213.9954       1
rn-215      rn215      86215      214.9987       1
rn-216      rn216      86216      216.0003       1
rn-217      rn217      86217      217.0039       1
rn-218      rn218      86218      218.0056       1
rn-219      rn219      86219      219.0095       1
rn-220      rn220      86220      220.0114       1
rn-221      rn221      86221      221.0155       1
rn-222      rn222      86222      222.0176       1
rn-223      rn223      86223      223.0218       1
rn-224      rn224      86224      224.0241       1
rn-225      rn225      86225      225.0284       1
rn-226      rn226      86226      226.0309       1
rn-227      rn227      86227      227.0354       1
rn-228      rn228      86228      228.038        1
fr-199      fr199      87199      199.0073       1
fr-200      fr200      87200      200.0066       1
fr-201      fr201      87201      201.0039       1
fr-202      fr202      87202      202.0034       1
fr-203      fr203      87203      203.0009       1
fr-204      fr204      87204      204.0007       1
fr-205      fr205      87205      204.9986       1
fr-206      fr206      87206      205.9987       1
fr-207      fr207      87207      206.9969       1
fr-208      fr208      87208      207.9971       1
fr-209      fr209      87209      208.996        1
fr-210      fr210      87210      209.9964       1
fr-211      fr211      87211      210.9955       1
fr-212      fr212      87212      211.9962       1
fr-213      fr213      87213      212.9962       1
fr-214      fr214      87214      213.999        1
fr-215      fr215      87215      215.0003       1
fr-216      fr216      87216      216.0032       1
fr-217      fr217      87217      217.0046       1
fr-218      fr218      87218      218.0076       1
fr-219      fr219      87219      219.0092       1
fr-220      fr220      87220      220.0123       1
fr-221      fr221      87221      221.0143       1
fr-222      fr222      87222      222.0175       1
fr-223      fr223      87223      223.0197       1
fr-224      fr224      87224      224.0233       1
fr-225      fr225      87225      225.0256       1
fr-226      fr226      87226      226.0294       1
fr-227      fr227      87227      227.0318       1
fr-228      fr228      87228      228.0357       1
fr-229      fr229      87229      229.0385       1
fr-230      fr230      87230      230.0425       1
fr-231      fr231      87231      231.0454       1
fr-232      fr232      87232      232.0498       1
ra-202      ra202      88202      202.0099       1
ra-203      ra203      88203      203.0093       1
ra-204      ra204      88204      204.0065       1
ra-205      ra205      88205      205.0063       1
ra-206      ra206      88206      206.0038       1
ra-207      ra207      88207      207.0038       1
ra-208      ra208      88208      208.0018       1
ra-209      ra209      88209      209.002        1
ra-210      ra210      88210      210.0005       1
ra-211      ra211      88211      211.0009       1
ra-212      ra212      88212      211.9998       1
ra-213      ra213      88213      213.0004       1
ra-214      ra214      88214      214.0001       1
ra-215      ra215      88215      215.0027       1
ra-216      ra216      88216      216.0035       1
ra-217      ra217      88217      217.0063       1
ra-218      ra218      88218      218.0071       1
ra-219      ra219      88219      219.0101       1
ra-220      ra220      88220      220.011        1
ra-221      ra221      88221      221.0139       1
ra-222      ra222      88222      222.0154       1
ra-223      ra223      88223      223.0185       1
ra-224      ra224      88224      224.0202       1
ra-225      ra225      88225      225.0236       1
ra-226      ra226      88226      226.0254       1
ra-227      ra227      88227      227.0292       1
ra-228      ra228      88228      228.0311       1
ra-229      ra229      88229      229.035        1
ra-230      ra230      88230      230.0371       1
ra-231      ra231      88231      231.0412       1
ra-232      ra232      88232      232.0436       1
ra-233      ra233      88233      233.0481       1
ra-234      ra234      88234      234.0507       1
ac-206      ac206      89206      206.0145       1
ac-207      ac207      89207      207.0119       1
ac-208      ac208      89208      208.0116       1
ac-209      ac209      89209      209.0095       1
ac-210      ac210      89210      210.0094       1
ac-211      ac211      89211      211.0077       1
ac-212      ac212      89212      212.0078       1
ac-213      ac213      89213      213.0066       1
ac-214      ac214      89214      214.0069       1
ac-215      ac215      89215      215.0065       1
ac-216      ac216      89216      216.0087       1
ac-217      ac217      89217      217.0094       1
ac-218      ac218      89218      218.0116       1
ac-219      ac219      89219      219.0124       1
ac-220      ac220      89220      220.0148       1
ac-221      ac221      89221      221.0156       1
ac-222      ac222      89222      222.0178       1
ac-223      ac223      89223      223.0191       1
ac-224      ac224      89224      224.0217       1
ac-225      ac225      89225      225.0232       1
ac-226      ac226      89226      226.0261       1
ac-227      ac227      89227      227.0278       1
ac-228      ac228      89228      228.031        1
ac-229      ac229      89229      229.033        1
ac-230      ac230      89230      230.0363       1
ac-231      ac231      89231      231.0386       1
ac-232      ac232      89232      232.042        1
ac-233      ac233      89233      233.0446       1
ac-234      ac234      89234      234.0484       1
ac-235      ac235      89235      235.0512       1
ac-236      ac236      89236      236.0553       2
th-209      th209      90209      209.0177       2
th-210      th210      90210      210.0151       2
th-211      th211      90211      211.0149       2
th-212      th212      90212      212.013        2
th-213      th213      90213      213.013        2
th-214      th214      90214      214.0115       2
th-215      th215      90215      215.0117       2
th-216      th216      90216      216.0111       2
th-217      th217      90217      217.0131       2
th-218      th218      90218      218.0133       2
th-219      th219      90219      219.0155       2
th-220      th220      90220      220.0157       2
th-221      th221      90221      221.0182       2
th-222      th222      90222      222.0185       2
th-223      th223      90223      223.0208       2
th-224      th224      90224      224.0215       2
th-225      th225      90225      225.024        2
th-226      th226      90226      226.0249       2
th-227      th227      90227      227.0277       2
th-228      th228      90228      228.0287       2
th-229      th229      90229      229.0318       2
th-230      th230      90230      230.0331       2
th-231      th231      90231      231.0363       2
th-232      th232      90232      232.0381       2
th-233      th233      90233      233.0416       2
th-234      th234      90234      234.0436       2
th-235      th235      90235      235.0475       2
th-236      th236      90236      236.0499       2
th-237      th237      90237      237.0539       2
th-238      th238      90238      238.0565       2
pa-212      pa212      91212      212.0232       2
pa-213      pa213      91213      213.0211       2
pa-214      pa214      91214      214.0209       2
pa-215      pa215      91215      215.0192       2
pa-216      pa216      91216      216.0191       2
pa-217      pa217      91217      217.0183       2
pa-218      pa218      91218      218.02         2
pa-219      pa219      91219      219.0199       2
pa-220      pa220      91220      220.0219       2
pa-221      pa221      91221      221.0219       2
pa-222      pa222      91222      222.0237       2
pa-223      pa223      91223      223.024        2
pa-224      pa224      91224      224.0256       2
pa-225      pa225      91225      225.0261       2
pa-226      pa226      91226      226.028        2
pa-227      pa227      91227      227.0288       2
pa-228      pa228      91228      228.0311       2
pa-229      pa229      91229      229.0321       2
pa-230      pa230      91230      230.0345       2
pa-231      pa231      91231      231.0359       2
pa-232      pa232      91232      232.0386       2
pa-233      pa233      91233      233.0403       2
pa-234      pa234      91234      234.0433       2
pa-235      pa235      91235      235.0454       2
pa-236      pa236      91236      236.0487       2
pa-237      pa237      91237      237.0511       2
pa-238      pa238      91238      238.0545       2
pa-239      pa239      91239      239.0573       2
pa-240      pa240      91240      240.061        2
u-217      u217      92217      217.0244         2
u-218      u218      92218      218.0235         2
u-219      u219      92219      219.0249         2
u-220      u220      92220      220.0247         2
u-221      u221      92221      221.0264         2
u-222      u222      92222      222.0261         2
u-223      u223      92223      223.0277         2
u-224      u224      92224      224.0276         2
u-225      u225      92225      225.0294         2
u-226      u226      92226      226.0293         2
u-227      u227      92227      227.0312         2
u-228      u228      92228      228.0314         2
u-229      u229      92229      229.0335         2
u-230      u230      92230      230.0339         2
u-231      u231      92231      231.0363         2
u-232      u232      92232      232.0372         2
u-233      u233      92233      233.0396         2
u-234      u234      92234      234.041          2
u-235      u235      92235      235.0439         2
u-236      u236      92236      236.0456         2
u-237      u237      92237      237.0487         2
u-238      u238      92238      238.0508         2
u-239      u239      92239      239.0543         2
u-240      u240      92240      240.0566         2
u-241      u241      92241      241.0603         2
u-242      u242      92242      242.0629         2
np-225      np225      93225      225.0339       2
np-226      np226      93226      226.0352       2
np-227      np227      93227      227.035        2
np-228      np228      93228      228.0362       2
np-229      np229      93229      229.0363       2
np-230      np230      93230      230.0378       2
np-231      np231      93231      231.0383       2
np-232      np232      93232      232.0401       2
np-233      np233      93233      233.0407       2
np-234      np234      93234      234.0429       2
np-235      np235      93235      235.0441       2
np-236      np236      93236      236.0466       2
np-237      np237      93237      237.0482       2
np-238      np238      93238      238.0509       2
np-239      np239      93239      239.0529       2
np-240      np240      93240      240.0562       2
np-241      np241      93241      241.0582       2
np-242      np242      93242      242.0616       2
np-243      np243      93243      243.0643       2
np-244      np244      93244      244.0679       2
pu-228      pu228      94228      228.0387       2
pu-229      pu229      94229      229.0401       2
pu-230      pu230      94230      230.0397       2
pu-231      pu231      94231      231.0411       2
pu-232      pu232      94232      232.0412       2
pu-233      pu233      94233      233.043        2
pu-234      pu234      94234      234.0433       2
pu-235      pu235      94235      235.0453       2
pu-236      pu236      94236      236.0461       2
pu-237      pu237      94237      237.0484       2
pu-238      pu238      94238      238.0496       2
pu-239      pu239      94239      239.0522       2
pu-240      pu240      94240      240.0538       2
pu-241      pu241      94241      241.0569       2
pu-242      pu242      94242      242.0587       2
pu-243      pu243      94243      243.062        2
pu-244      pu244      94244      244.0642       2
pu-245      pu245      94245      245.0677       2
pu-246      pu246      94246      246.0702       2
pu-247      pu247      94247      247.0741       2
am-231      am231      95231      231.0456       2
am-232      am232      95232      232.0466       2
am-233      am233      95233      233.0464       2
am-234      am234      95234      234.0478       2
am-235      am235      95235      235.0479       2
am-236      am236      95236      236.0496       2
am-237      am237      95237      237.05         2
am-238      am238      95238      238.052        2
am-239      am239      95239      239.053        2
am-240      am240      95240      240.0553       2
am-241      am241      95241      241.0568       2
am-242      am242      95242      242.0596       2
am-242m      am242m      95601                   2
am-243      am243      95243      243.0614       2
am-244      am244      95244      244.0643       2
am-244m      am244m      95611                   2
am-245      am245      95245      245.0665       2
am-246      am246      95246      246.0698       2
am-247      am247      95247      247.0721       2
am-248      am248      95248      248.0757       2
am-249      am249      95249      249.0785       2
cm-233      cm233      96233      233.0508       2
cm-234      cm234      96234      234.0502       2
cm-235      cm235      96235      235.0514       2
cm-236      cm236      96236      236.0514       2
cm-237      cm237      96237      237.0529       2
cm-238      cm238      96238      238.053        2
cm-239      cm239      96239      239.055        2
cm-240      cm240      96240      240.0555       2
cm-241      cm241      96241      241.0576       2
cm-242      cm242      96242      242.0588       2
cm-243      cm243      96243      243.0614       2
cm-244      cm244      96244      244.0627       2
cm-245      cm245      96245      245.0655       2
cm-246      cm246      96246      246.0672       2
cm-247      cm247      96247      247.0703       2
cm-248      cm248      96248      248.0724       2
cm-249      cm249      96249      249.0759       2
cm-250      cm250      96250      250.0784       2
cm-251      cm251      96251      251.0823       2
cm-252      cm252      96252      252.0849       2
bk-235      bk235      97235      235.0566       2
bk-236      bk236      97236      236.0573       2
bk-237      bk237      97237      237.057        2
bk-238      bk238      97238      238.0583       2
bk-239      bk239      97239      239.0583       2
bk-240      bk240      97240      240.0598       2
bk-241      bk241      97241      241.0602       2
bk-242      bk242      97242      242.062        2
bk-243      bk243      97243      243.063        2
bk-244      bk244      97244      244.0652       2
bk-245      bk245      97245      245.0664       2
bk-246      bk246      97246      246.0687       2
bk-247      bk247      97247      247.0703       2
bk-248      bk248      97248      248.0731       2
bk-249      bk249      97249      249.075        2
bk-250      bk250      97250      250.0783       2
bk-251      bk251      97251      251.0808       2
bk-252      bk252      97252      252.0843       2
bk-253      bk253      97253      253.0869       2
bk-254      bk254      97254      254.0906       2
cf-237      cf237      98237      237.0621       2
cf-238      cf238      98238      238.0614       2
cf-239      cf239      98239      239.0624       2
cf-240      cf240      98240      240.0623       2
cf-241      cf241      98241      241.0637       2
cf-242      cf242      98242      242.0637       2
cf-243      cf243      98243      243.0654       2
cf-244      cf244      98244      244.066        2
cf-245      cf245      98245      245.0681       2
cf-246      cf246      98246      246.0688       2
cf-247      cf247      98247      247.071        2
cf-248      cf248      98248      248.0722       2
cf-249      cf249      98249      249.0748       2
cf-250      cf250      98250      250.0764       2
cf-251      cf251      98251      251.0796       2
cf-252      cf252      98252      252.0816       2
cf-253      cf253      98253      253.0851       2
cf-254      cf254      98254      254.0873       2
cf-255      cf255      98255      255.091        2
cf-256      cf256      98256      256.0934       2
es-240      es240      99240      240.0689       2
es-241      es241      99241      241.0685       2
es-242      es242      99242      242.0697       2
es-243      es243      99243      243.0695       2
es-244      es244      99244      244.0709       2
es-245      es245      99245      245.0713       2
es-246      es246      99246      246.0729       2
es-247      es247      99247      247.0737       2
es-248      es248      99248      248.0755       2
es-249      es249      99249      249.0764       2
es-250      es250      99250      250.0786       2
es-251      es251      99251      251.08         2
es-252      es252      99252      252.083        2
es-253      es253      99253      253.0848       2
es-254      es254      99254      254.088        2
es-255      es255      99255      255.0903       2
es-256      es256      99256      256.0936       2
es-257      es257      99257      257.096        2
es-258      es258      99258      258.0995       2
fm-242      fm242      100242      242.0734      2
fm-243      fm243      100243      243.0744      2
fm-244      fm244      100244      244.0741      2
fm-245      fm245      100245      245.0754      2
fm-246      fm246      100246      246.0753      2
fm-247      fm247      100247      247.0768      2
fm-248      fm248      100248      248.0772      2
fm-249      fm249      100249      249.079       2
fm-250      fm250      100250      250.0795      2
fm-251      fm251      100251      251.0816      2
fm-252      fm252      100252      252.0825      2
fm-253      fm253      100253      253.0852      2
fm-254      fm254      100254      254.0869      2
fm-255      fm255      100255      255.09        2
fm-256      fm256      100256      256.0918      2
fm-257      fm257      100257      257.0951      2
fm-258      fm258      100258      258.0971      2
fm-259      fm259      100259      259.1006      2
fm-260      fm260      100260      260.1027      2
md-245      md245      101245      245.0808      2
md-246      md246      101246      246.0819      2
md-247      md247      101247      247.0816      2
md-248      md248      101248      248.0828      2
md-249      md249      101249      249.083       2
md-250      md250      101250      250.0844      2
md-251      md251      101251      251.0848      2
md-252      md252      101252      252.0866      2
md-253      md253      101253      253.0873      2
md-254      md254      101254      254.0897      2
md-255      md255      101255      255.0911      2
md-256      md256      101256      256.0941      2
md-257      md257      101257      257.0956      2
